"ROI 1","ROI 2","ROI 3","ROI 4","ROI 5"
0.0110641,0.0228726,0.00479691,0.00538484,0.0193966
0.0145689,0.023608,0.00362506,0.00627828,0.0216512
0.0124299,0.0298378,0.00617509,0.00706947,0.0250158
0.0142549,0.0301744,0.00505412,0.00672765,0.0247675
0.01166,0.0317149,0.00590058,0.00671503,0.026143
0.0136233,0.0336883,0.00557555,0.00708783,0.0267397
0.0148334,0.0346758,0.00277508,0.00878793,0.0293741
0.0148334,0.0346758,0.00277508,0.00878793,0.0293741
0.0161538,0.0354883,0.00318491,0.00782444,0.0296499
0.0163633,0.0362942,0.00560674,0.0104702,0.0290702
0.0173095,0.0376257,0.00484546,0.00936915,0.0290952
0.0201313,0.0382449,0.0055948,0.0107891,0.0291466
0.0201313,0.0382449,0.0055948,0.0107891,0.0291466
0.0175921,0.0382325,0.00815461,0.0118566,0.0302571
0.0175921,0.0382325,0.00815461,0.0118566,0.0302571
0.0195888,0.0395632,0.00930363,0.0122249,0.0278667
0.0182938,0.0402022,0.00606226,0.012045,0.0276653
0.0197033,0.0407011,0.00877242,0.0138885,0.0273753
0.0198677,0.0399791,0.00877458,0.01098,0.0203822
0.0198804,0.0402507,0.00571802,0.0105249,0.0205196
0.0198804,0.0402507,0.00571802,0.0105249,0.0205196
0.0192248,0.0404216,0.00647608,0.0103884,0.0156451
0.0205246,0.0403356,0.00937573,0.0105609,0.0184313
0.0191139,0.0407712,0.00732212,0.00964061,0.0188227
0.018575,0.0389506,0.00600451,0.00941059,0.0169182
0.0156928,0.0377134,0.00735639,0.00933339,0.0146309
0.0157746,0.0333252,0.00796688,0.00861503,0.0117648
0.0149241,0.0332258,0.0070978,0.00904726,0.0133536
0.0158723,0.0340029,0.00515366,0.00855913,0.0107192
0.0116948,0.0324406,0.00758532,0.00863391,0.00962907
0.013317,0.0323926,0.00657369,0.0086199,0.00835042
0.013851,0.0308899,0.0079218,0.0088589,0.00871512
0.013851,0.0308899,0.0079218,0.0088589,0.00871512
0.0128522,0.0261911,0.00704736,0.00991181,0.00694611
0.0109627,0.0256443,0.00940363,0.00866613,0.00407197
0.0111051,0.0235071,0.00772363,0.00923981,0.00349389
0.0110732,0.0206264,0.00502632,0.00944934,0.00311127
0.00918224,0.0195567,0.00888972,0.0082919,0.00127725
0.00979331,0.0192808,0.00637786,0.00841231,-0.00105357
0.00892254,0.0180179,0.00640669,0.00899252,-0.00137791
0.00892254,0.0180179,0.00640669,0.00899252,-0.00137791
0.00911247,0.0155145,0.00514506,0.00862439,-0.00355996
0.00796304,0.0144474,0.00699999,0.00834714,-0.00350061
0.00807016,0.0140032,0.00836347,0.00816751,-0.00519147
0.00797465,0.0129912,0.00628279,0.00822171,-0.00573822
0.00998179,0.01358,0.00483264,0.00915964,-0.00344204
0.0103878,0.0159701,0.00613334,0.00916735,0.00126765
0.0111949,0.0156492,0.00230874,0.00896782,0.000830133
